global_emp_id,gender,unified_grade,city,sub_bu,ijp_90_days,tenure,bench_ageing,marital_status,education_score,leaves,employee_status,months_since_last_promotion,payposition_2021,report_month,tenure_in_capgemini_yr,average_rating,rating_diff,pred,Retention_Probability,Termination_Probability
2K7ax90t3PmjFvhwvj9wrA==,Female,B3,Kolkata,BPS MDM,0,5.913879135,0,Marr.,53,3.714285714,1,328.5488408,0.95188046,6,13,3,0,1,0.486462566,0.513537434
tqPrtcGfHeS1UUtQyDyr6g==,Female,B3,Chennai,BPS Big Data,0,3.482617713,0,Marr.,81,0,1,328.5488408,0.989112766,6,13,3,0,0,0.695078219,0.304921781
tS+qLu99CUTMhgWdDS64bg==,Male,B2,Pune,BPS MDM,0,11.82775827,0,Single,53,0.444444444,1,328.5488408,1.468418182,6,13,3,0,1,0.433054941,0.566945059
RsVPri/TUp/a3ROJ74biZQ==,Female,B2,Chennai,BPS DM,0,2.201277234,0,Single,53,0.25,1,328.5488408,0.900231818,6,13,3,0,0,0.75206351,0.24793649
lYTvK38AE3x+1SSih+OSfg==,Male,A5,Mumbai,BPS MDM,0,6.505267049,0,Single,53,0,1,328.5488408,1.430221277,6,13,3,0,0,0.706227025,0.293772975
syIg9Do3laM6no0gMmo+jg==,Female,B3,Chennai,BPS Big Data,0,19.15439742,0,Single,53,0.5,1,328.5488408,0.93717646,6,14,2,-2,1,0.359849914,0.640150086
GGV654rO+frCWVxoTGN7rw==,Male,B3,Kolkata,BPS Oracle,0,5.125361917,0,Marr.,81,0.25,1,328.5488408,1.077433946,6,21,3.5,-1,0,0.734921166,0.265078834
o7Vz+borWuVaa77LtOjYjw==,Male,C1,Kolkata,BPS Cloud Data Platform,0,2.956939568,0,Marr.,81,0.333333333,1,65.93975236,0.982154167,6,23,2.5,-1,0,0.597459152,0.402540848
Omic7z7yqS+Pcwb8FWbnpw==,Female,B2,Kolkata,BPS DM,0,5.815314483,0,Marr.,53,0.2,1,29.9307994,0.973474699,6,21,3,0,0,0.852332781,0.147667219
0un3NBdTK/aaqFfXl3JQQA==,Female,B3,Kolkata,BPS DM,0,0,0,Marr.,81,4,1,328.5488408,1.007769563,6,20,3,0,0,0.514756911,0.485243089
Hyq+Ntp54FyhakRt6MWQKw==,Female,B3,Kolkata,BPS Oracle,0,37.45456786,0,Marr.,81,1.5,1,26.97385983,0.739557946,6,22,3,0,1,0.43804136,0.56195864
bGCtWb2NiZLjW6u5yX3LlA==,Female,C1,Chennai,BPS DM,0,3.482617713,0,Not Available,53,0,0,0,0.927177535,6,22,3,0,0,0.97740372,0.02259628
Sr4gx8kuMgW7e+1caVwm5w==,Male,C1,Chennai,BPS DM,0,1.905583277,0,Marr.,81,0,1,26.97385983,0.849571527,6,27,3,0,0,0.555871638,0.444128362
vckJhGLr2Xn7ujl4Z+J+jA==,Female,B1,Chennai,BPS Oracle,0,3.482617713,0,Not Available,53,0,0,0,0.927177535,6,14,3,0,0,0.987314768,0.012685232
2jbWodA6e8XuEneUL8W50Q==,Female,B2,Chennai,BPS ECM,0,3.482617713,0,Not Available,53,0,0,0,0.927177535,6,16,3,0,0,0.988324084,0.011675916
/MTugiZUdLoRRxOBFOHoNw==,Male,C1,Chennai,BPS DM,0,5.913879135,0,Marr.,53,0.294117647,1,26.97385983,0.892828366,6,22,2.5,1,0,0.770446265,0.229553735
S07hdeHhoU+Z7n1KXLyMtg==,Male,C1,Kolkata,BPS Oracle,0,35.97609807,0,Marr.,53,0.428571429,1,8.936528471,0.581415075,6,21,2.5,1,0,0.890579777,0.109420223
Lxpfs3RoYxkXIs0EhyA0Mg==,Female,A5,Pune,BPS Core BI,0,2.365551654,0,Single,53,0,1,8.936528471,0.83446383,6,14,3,0,0,0.679536703,0.320463297
E/uRsTS18htOs/ULB11pSw==,Male,A5,Chennai,BPS Core BI,0,11.95917781,0,Single,53,0,1,8.936528471,0.877017021,6,14,2.5,1,1,0.335660011,0.664339989
CP+2rC0/wiXxgEXEpMLVlw==,Male,A5,Chennai,BPS DM,0,2.135567465,0,Single,53,0.8,1,8.936528471,0.877017021,6,14,2.5,1,1,0.254661902,0.745338098
9YNUsiVQXHMcl5SBUW63Ag==,Female,B2,Pune,BPS Cloud Data Platform,0,2.956939568,0,Single,53,2.4,1,328.5488408,1.066867324,6,14,3,0,1,0.370516046,0.629483954
9zUa7uhZQGH6T55g6yWMtA==,Male,A5,Chennai,BPS Core BI,0,2.825520031,0,Single,53,1,1,8.936528471,0.83446383,6,14,3,0,0,0.519477902,0.480522098
6XxB+DlEGgnvfMCbaT4Lew==,Female,C1,Chennai,BPS Oracle,0,5.913879135,0,Marr.,81,0,1,328.5488408,1.255873097,6,14,3,0,0,0.808180241,0.191819759
1Dyj9pvZ+1sLEjFDCUXxfQ==,Female,B3,Chennai,BPS Big Data,0,2.49697119,0,Single,53,0,1,328.5488408,1.203697896,6,14,3,0,0,0.627372939,0.372627061
JzIWYqm2Tf2Ixj3XlzFFOQ==,Female,B2,Bangalore,BPS Big Data,0,0,0,Single,53,0,1,328.5488408,1.239689899,6,14,2.5,-1,0,0.510563581,0.489436419
8RAnwviWiTXjCCbI6t5Wlg==,Male,B3,Chennai,BPS Cloud Data Platform,0,2.956939568,0,Marr.,81,0.4,1,328.5488408,1.072847724,6,14,3,0,0,0.716352822,0.283647178
LC8AYA8MrSroVwqrcnN+hw==,Male,B2,Chennai,BPS DM,0,0.459968377,0,Single,53,1,1,328.5488408,1.018022052,6,14,2,-2,1,0.246008102,0.753991898
htdIvTCRau28AdgHStGJjw==,Female,B1,Pune,BPS Core BI,0,5.913879135,0,Single,53,0.384615385,1,328.5488408,1.176091464,6,14,3,0,0,0.524038062,0.475961938
neuD720YiCz+QYs+wtpuQg==,Male,A5,Bangalore,BPS Cloud Data Platform,0,5.913879135,0,Single,53,0,1,8.936528471,0.83446383,6,14,3,0,0,0.776744121,0.223255879
wI8jbXBYHXDvELZzTx7QLQ==,Female,A4,Chennai,BPS Oracle,0,4.895377728,0,Single,53,0,1,328.5488408,1.181021736,6,14,3.5,-1,0,0.747724532,0.252275468
PquLQNdnPP/9Ydd4jD+KZw==,Male,B2,Chennai,BPS Cloud Data Platform,0,11.86061315,0,Single,53,0.090909091,1,328.5488408,0.990067479,6,14,2.5,-1,0,0.50995578,0.49004422
6liQk6XYnDyWx6M6tpsywg==,Female,B1,Pune,BPS Oracle,0,19.94291464,0,Single,53,0.5,1,328.5488408,1.143862879,6,14,3,0,1,0.353482266,0.646517734
j+3HbDqoOelLv13XwBPQ9g==,Male,B2,Kolkata,BPS Oracle,0,0,3.285488408,Marr.,53,0.636363636,1,328.5488408,1.126701235,6,14,3,0,0,0.917469834,0.082530166
qgSIr8V3Fw989mCtw7ErjA==,Female,B2,Bangalore,BPS DM,0,11.79490339,0,Marr.,81,0,1,328.5488408,0.997060548,6,14,3,0,0,0.644503648,0.355496352
Fy3ide/j7OqvwjzQ3YE7HQ==,Male,B1,Pune,BPS Core BI,0,10.15215918,0,Single,81,0.2,1,328.5488408,1.263548548,6,14,2.5,-1,0,0.531461086,0.468538914
dyrGzGl6r70Sd83jGbTIYw==,Male,A5,Bangalore,BPS Oracle,0,7.918027064,0,Single,53,0.8,1,8.936528471,0.83446383,6,14,3,0,0,0.679821492,0.320178508
QUSRTN4HpHkjGgm8bLhaGg==,Female,A4,Chennai,BPS Cloud Data Platform,0,9.002238239,0,Single,53,1,1,328.5488408,1.181021736,6,14,3.5,-1,1,0.402601434,0.597398566
Yhs1bIR46ROYcmO+/Xg9rA==,Male,B3,Chennai,BPS Mgmt and others,0,18.69442904,0,Marr.,53,0,1,328.5488408,1.310130207,6,14,3,0,1,0.379450033,0.620549967
xzVLxGl2cyLEHzNRMGP/NA==,Male,B2,Chennai,BPS Core BI,0,0,0,Single,53,5,1,328.5488408,1.127509091,6,12,3,0,0,0.503842126,0.496157874
ADHQSRtCiy4np8tI4TGvzA==,Male,B2,Chennai,BPS MDM,0,3.482617713,0,Not Available,53,0,0,0,0.927177535,6,12,3,0,0,0.999341405,0.000658595
pE/dko0gr4EtCFQfJbCeHw==,Male,B2,Pune,BPS Big Data,0,1.686490482,0,Single,53,0,1,328.5488408,1.127509091,6,12,3,0,0,0.848744666,0.151255334
S+VOXKr0jZThB2oQOFJgGA==,Female,B1,Kolkata,BPS Big Data,0,3.482617713,0,Not Available,53,0,0,0,0.927177535,6,12,3,0,0,0.998831173,0.001168827
4obNexhdxyC3yaxQHB/XXQ==,Male,D1,Chennai,BPS Cloud Data Platform,0,1.215630711,0,Marr.,53,0,1,328.5488408,1.228371692,6,12,3,0,0,0.795571722,0.204428278
WLUQm9wD4+0LrX4sT2T5pg==,Female,B2,Chennai,BPS Big Data,0,1.905583277,0,Wid.,53,9.666666667,1,328.5488408,0.672954545,6,12,3,0,1,0.236962167,0.763037833
tE8gCHeadtbWb08i/krowA==,Female,B3,Pune,BPS Cloud Data Platform,0,1.314195363,0,Marr.,53,0,1,328.5488408,0.760312644,6,12,3,0,0,0.928649005,0.071350995
7Q8lxxHRmFrssqwsIsN09Q==,Female,B1,Chennai,BPS DS&A,0,7.047819462,0,Single,53,6.25,1,328.5488408,1.003728814,6,12,3,0,0,0.921996477,0.078003523
QoDo/Hvl62w50IhZoi8uCg==,Female,B1,Pune,BPS Cloud Data Platform,0,4.205425163,0,Single,53,0,1,328.5488408,0.698644068,6,13,3,0,0,0.814105833,0.185894167
aH9JToHN5uwhWjtE1p8+VQ==,Female,A4,Pune,BPS MDM,0,0,0,Single,53,0,1,328.5488408,1.181037601,6,12,3,0,0,0.925414192,0.074585808
hToBgoXxNxs7Yvey8OeupA==,Male,A4,Pune,BPS Oracle,0,0,0,Single,53,0,1,328.5488408,1.181037601,6,12,3,0,0,0.928370995,0.071629005
1CSedXX7Uz1SBezjkBZGXg==,Female,B3,Chennai,BPS DS&A,0,4.205425163,0,Marr.,53,0,1,328.5488408,0.836937931,6,12,3,0,0,0.780836992,0.219163008
QamxRbpcn4W2Gtdh/Gaf+g==,Female,B2,Kolkata,BPS Cloud Data Platform,0,5.913879135,0,Single,53,0,1,328.5488408,1.411595455,6,13,3,0,0,0.6794342,0.3205658
AuFhcl2qx1Atbm1aBIfvkA==,Male,B1,Chennai,BPS Big Data,0,1.905583277,0,Marr.,81,1,1,328.5488408,0.834244068,6,13,3,0,0,0.754900538,0.245099462
wWptTTalrTMFxXnfxM4NYg==,Male,A4,Bangalore,BPS Oracle,0,1.971293045,0,Single,53,0.666666667,1,328.5488408,1.181037601,6,12,3,0,0,0.955971693,0.044028307
RVtV+a/Qllj4tVIvjm0HOQ==,Male,C2,Chennai,BPS Cloud Data Platform,0,2.037002813,0,Marr.,81,1,1,328.5488408,1.133409091,6,12,3,0,0,0.745936828,0.254063172
UvVo2hmwZZfKDi/DuK291Q==,Female,B2,Gandhinagar,BPS Cloud Data Platform,0,0,0,Marr.,53,0,1,328.5488408,0.843409091,6,12,3,0,0,0.917846159,0.082153841
iG99BYYuOBMk3xfwK2Fi1w==,Female,B3,Pune,BPS Core BI,0,1.379905132,0,Single,53,0,1,328.5488408,0.95188046,6,12,3,0,0,0.892675392,0.107324608
55V2MoQKyCv1ei1BQ7WWsw==,Male,B1,Chennai,BPS Cloud Data Platform,0,1.182775827,0,Single,53,0,1,328.5488408,0.537640678,6,12,3,0,0,0.972843974,0.027156026
By3s8XsU3/5SI4gZKFdAWw==,Female,B2,Chennai,BPS Big Data,0,0.952791638,0,Marr.,53,0,1,328.5488408,1.127509091,6,12,3,0,0,0.894489432,0.105510568
JZWlW/Xcssp3lTu35vGgqQ==,Female,B2,Pune,BPS Cloud Data Platform,0,1.905583277,0,Marr.,53,1,1,328.5488408,0.729777273,6,12,3,0,0,0.659342944,0.340657056
H5pOYXn++Wq5rxjp9zLsPA==,Female,B2,Kolkata,BPS Core BI,0,3.022649336,0,Marr.,81,8,1,328.5488408,1.099090909,6,12,3,0,0,0.849580608,0.150419392
FJScFfH+RLRja29bCRt1gg==,Male,C1,Chennai,BPS Oracle,0,3.482617713,0,Marr.,53,0.75,0,12.97767921,0.623664516,7,17,2.5,1,0,0.82568551,0.17431449
pbeYDCYawEqvbYG0owyMbw==,Male,B3,Bangalore,BPS Oracle,0,4.993942381,0,Marr.,81,0.428571429,1,39.98439393,0.846328889,7,17,3,0,0,0.648045999,0.351954001
367oUYAuBhEGdFXA+30ZRw==,Female,C1,Chennai,BPS DM,0,11.23637036,0,Marr.,53,0.5,1,3.975440974,0.98454023,7,17,3,0,0,0.575905681,0.424094319
L/TJgT/2ru2rib6+g+DG1w==,Male,C1,Chennai,BPS Big Data,0,2.989794452,0,Single,53,0.727272727,1,9.955029877,0.61432586,7,17,2.5,1,0,0.75487395,0.24512605
XxyIIELUP5ZLlq/fvNxtDg==,Male,B3,Bangalore,BPS DM,0,8.903673587,0,Marr.,53,0.117647059,1,30.94930081,0.875507103,7,17,3,0,0,0.648925829,0.351074171
heJNWJFwxa/13KPmOg2qYw==,Female,B3,Chennai,BPS Oracle,0,29.01086265,0,Marr.,53,0.636363636,1,3.975440974,1.204654107,7,17,2,-2,1,0.210974716,0.789025284
5kTdgf2GnnfBEwIj0n/Gxg==,Male,B2,Kolkata,BPS MDM,0,6.045298671,0,Marr.,53,2.285714286,1,27.99236124,0.748083068,7,17,3,0,0,0.750808209,0.249191791
ULmnqxbrw9Yyeb/WJT6Gjw==,Female,C1,Bangalore,BPS Oracle,0,0,0,Marr.,53,18,1,39.98439393,0.807455763,7,17,3,0,1,0.411898594,0.588101406
O6FgVpTulmIDwh3MwdOXvQ==,Female,B2,Kolkata,BPS Data Validation_IN,0,0,0,Marr.,53,18,0,0.985646523,1.070601695,7,17,3,0,0,0.98234494,0.01765506
8a1c48bm3+riafuTHKHcpQ==,Female,B3,Bangalore,BPS DM,0,13.8319062,0,Marr.,53,0,1,3.975440974,1.255464306,7,17,2.5,1,1,0.2731203,0.7268797
dlHqbocWDZGxMrLhvVIhwA==,Female,B3,Chennai,BPS MDM,0,7.819462412,0,Marr.,53,0.625,1,3.975440974,1.276779151,7,17,2.5,1,0,0.526395005,0.473604995
3zhn+kkWbeL1h6QT40xUHg==,Male,C1,Kolkata,BPS Core BI,0,6.833815889,0,Marr.,81,0.125,1,3.975440974,1.029400153,7,18,1.5,1,1,0.269487311,0.730512689
xcAupzzGb+l4RfypLLECmQ==,Female,C1,Chennai,BPS Oracle,0,3.482617713,0,Marr.,53,1,0,54.93336619,1.186019597,7,18,1,0,0,0.865026692,0.134973308
HyubR8me+A4Wtjl3JpDXvg==,Female,C1,Bangalore,BPS Cloud Data Platform,0,3.975440974,0,Marr.,53,0,1,39.98439393,1.057362909,7,19,1.5,1,1,0.485369489,0.514630511
kQCJnEoMS41vNWrp/8QF8Q==,Male,C1,Bangalore,BPS DM,0,0,0,Marr.,81,0.166666667,1,328.5488408,1.15946914,7,18,3,0,0,0.686663903,0.313336097
GtVndLN/IlJcfEKhYMunAQ==,Female,C1,Bangalore,BPS Big Data,0,3.975440974,0,Marr.,81,0.125,1,3.975440974,0.950706513,7,18,2,0,1,0.371651401,0.628348599
+WEak4ln7GbjgPnq0X2pBw==,Male,C1,Kolkata,BPS Mkt Services & COEs,0,1.182775827,0,Marr.,81,0,1,39.98439393,1.186446237,7,19,2.5,1,1,0.372243894,0.627756106
YNSWRNHlrAZyhH/T0kwt1g==,Female,B2,Kolkata,BPS Cloud Data Platform,0,0.985646523,0,Marr.,53,0,1,12.97767921,0.717032,7,19,2,-2,1,0.268481247,0.731518753
fCAv/w1TqfNI6F8jhGc1Rg==,Male,B2,Bangalore,BPS Oracle,0,42.51422,0,Single,53,0,1,12.97767921,0.628397227,7,19,2,2,1,0.217843175,0.782156825
rzvxoddvC2kUr0Osn4O+XQ==,Male,B2,Pune,BPS Oracle,0,2.365551654,0,Single,53,1.5,1,0.985646523,1.113266881,7,18,3,0,1,0.166276012,0.833723988
GlbFtYVb9mQ+CykN95ASvw==,Male,B2,Bangalore,BPS DM,0,9.955029877,0,Single,53,0.111111111,1,21.97991745,0.938217418,7,18,1.5,-1,1,0.374810682,0.625189318
D129K+1C0Gou1MPmD17CGg==,Male,B3,Chennai,BPS DM,0,0,0,Marr.,53,22.5,0,328.5488408,0.944191134,7,18,3,0,0,0.913753714,0.086246286
AuKBUF4t69VnMs77AqFiYg==,Female,B3,Kolkata,BPS Core BI,0,6.932380542,0,Marr.,81,0,1,33.97195014,0.65836941,7,18,3,0,0,0.532649345,0.467350655
ef+2DzgDeUqUfAbjv/QmMg==,Male,B1,Bangalore,BPS Big Data,0,5.453910758,0,Single,53,0,1,21.97991745,1.182221556,7,18,2.5,1,1,0.379450459,0.620549541
Ys+EZTmHWcrdz10Jkn4lRA==,Male,D1,Hyderabad,BPS Cloud Data Platform,0,47.96813076,0,Marr.,81,0,1,328.5488408,1.103794142,7,18,2.5,-1,1,0.358717984,0.641282016
t8z8FOFwi2r5sslsOg4TzA==,Female,B2,Chennai,BPS Data Validation_IN,0,30.94930081,0,Single,53,0,1,25.00256679,0.91057124,7,18,1,0,1,0.278535024,0.721464976
4/PMn4gCAwh2Nh5iXJdzhw==,Male,D1,Gandhinagar,BPS Oracle,0,3.482617713,0,Not Available,53,0,0,0,0.927177535,7,18,3,0,0,0.98314239,0.01685761
bywPzS/DZ3o300PxtlpPlg==,Female,B2,Bangalore,BPS Big Data,0,1.971293045,0,Single,53,0.272727273,1,3.975440974,1.029528718,7,18,2.5,-1,1,0.347130634,0.652869366
CT3QJ7BK1OkoIq/FM1+TYA==,Male,C1,Kolkata,BPS DM,0,18.95726812,0,Marr.,81,0.1,1,3.975440974,1.295236092,7,18,2,-2,1,0.124825689,0.875174311
IiaQlLlNDOzd8jZAfCmESQ==,Male,B2,Bangalore,BPS DM,0,3.482617713,0,Single,53,1,0,21.97991745,0.818088989,7,18,1.5,-1,0,0.690271933,0.309728067
0vaqmEe4Mr0WAuZYPUlQkQ==,Female,B2,Bangalore,BPS Big Data,0,7.228074498,0,Single,53,0.5,1,25.00256679,0.89584112,7,18,2,-2,1,0.27781244,0.72218756
B4Eq5ME6DCOjorajAPTM/A==,Male,B3,Bangalore,BPS DM,0,7.918027064,0,Marr.,81,0.142857143,1,39.98439393,0.998327135,7,18,3,0,0,0.561396037,0.438603963
EOODvFF4wmli7QReE6VfjQ==,Male,B3,Chennai,BPS Core BI,0,30.94930081,0,Marr.,53,0,1,30.94930081,0.787933678,7,17,2,0,0,0.580933321,0.419066679
0qbU8lopZyh/SHWxhOnmPw==,Female,B3,Chennai,BPS Core BI,0,6.932380542,0,Single,53,1.25,1,3.975440974,1.185015872,7,17,2.5,-1,1,0.194450746,0.805549254
FdUUuieaKE0J+fuVk2absw==,Female,B3,Chennai,BPS Oracle,0,18.95726812,0,Marr.,53,0,1,6.932380542,1.289342295,7,17,3,0,0,0.624021006,0.375978994
z2p/z/fn4bbdgowXctWpDA==,Male,B3,Bangalore,BPS DM,0,2.924084683,0,Single,81,0,1,328.5488408,0.92475764,7,17,3,0,0,0.736617111,0.263382889
Q7YFqzk7vpsHHDFReEZ5BA==,Male,B1,Kolkata,BPS Core BI,0,0,0,Marr.,53,3.222222222,0,18.95726812,0.989308472,7,17,3,0,0,0.923868712,0.076131288
vCs13Mmapv75fu7lrH48YQ==,Female,B3,Kolkata,BPS Oracle,0,126.7968541,0,Single,53,1,1,3.975440974,1.03950442,7,17,3,0,1,0.206555637,0.793444363
qxBcKEu0YdT2dZuYd/n56A==,Male,A5,Mumbai,BPS MDM,0,9.199367543,0,Single,81,0.285714286,1,3.975440974,1.588405666,7,17,3,0,1,0.11710152,0.88289848
GbUedTjcqmO+lvplhWeD2w==,Male,B3,Bangalore,BPS DM,0,3.482617713,0,Marr.,53,19,0,328.5488408,0.833113931,7,17,1.5,1,0,0.756751804,0.243248196
A7sBAjrNpHtv60pTo5bLVw==,Male,B3,Bangalore,BPS DM,0,5.618185178,0,Marr.,53,0.75,1,30.94930081,0.712352981,7,17,3,0,0,0.640559231,0.359440769
i8YXDfN5Pgo4fNXX0dX+JA==,Male,B3,Chennai,BPS Core BI,0,34.53048317,0,Marr.,53,0,1,328.5488408,0.751154943,7,17,3,0,0,0.905377542,0.094622458
dYq+9r7qiYWzk5A1Vp1yRg==,Female,B3,Chennai,BPS Cloud Data Platform,0,10.90782152,0,Single,53,1.333333333,1,328.5488408,0.730019042,7,17,3,0,0,0.673326038,0.326673962
gSzlZcjlm/bktf68jWno7Q==,Female,B3,Kolkata,BPS Oracle,0,13.24051829,0,Marr.,53,0,1,328.5488408,0.850435877,7,17,3,0,0,0.670639457,0.329360543
mu9BeRaweqycn1GEkVgN1w==,Male,B1,Gandhinagar,BPS Oracle,0,9.856465225,0,Single,53,0.333333333,1,30.94930081,0.871745763,7,17,3,2,1,0.298945922,0.701054078
j3n7sJrCXXKyzcg3ykTwkw==,Female,B2,Mumbai,BPS MDM,0,7.293784267,0,Marr.,81,0.142857143,1,3.975440974,1.079188117,7,17,2.5,1,1,0.462017311,0.537982689
NwWCt0cB++7aUYKKH+h5jQ==,Female,B3,Chennai,BPS Oracle,0,10.9406764,0,Marr.,81,0.769230769,1,328.5488408,1.006513372,7,17,3,0,0,0.842665692,0.157334308
5G84RCGMrPudG5GiMQgVjA==,Male,C1,Chennai,BPS Big Data,0,29.9307994,0,Marr.,53,0,1,328.5488408,1.080617762,7,17,3,0,0,0.765968316,0.234031684
/EtX1qFbXyExH/GnOV5Rbw==,Female,B3,Chennai,BPS Oracle,0,13.99618062,0,Marr.,53,1.333333333,1,328.5488408,1.112156276,7,17,3,0,1,0.492828952,0.507171048
RQVMzRa+VGZTyRv0graWjw==,Male,B3,Bangalore,BPS DM,0,0,0,Marr.,53,12.85714286,0,39.98439393,0.79018364,7,17,3,0,0,0.861980044,0.138019956
Bxga40EYFQcDxlufV2ggGw==,Male,B3,Kolkata,BPS Cloud Data Platform,0,3.975440974,0,Marr.,53,0.666666667,1,3.975440974,1.260778648,7,17,3,0,1,0.44608236,0.55391764
9Nkb5xtVjsjIeRcu9g0+eQ==,Male,C1,Kolkata,BPS Cloud Data Platform,0,6.932380542,0,Marr.,53,1.166666667,1,39.98439393,0.938821188,7,17,3,0,0,0.608447386,0.391552614
X8UHoMYONwGNDh+L8tYhBg==,Male,B2,Chennai,BPS Core BI,0,9.593626152,0,Marr.,53,0.4,1,0.985646523,1.136677864,7,17,2.5,1,1,0.455216352,0.544783648
rMi90hCOi5q7ovGRJOdGhQ==,Male,B2,Bangalore,BPS Big Data,0,8.903673587,0,Marr.,53,3,1,3.975440974,1.111775843,7,17,1.5,1,0,0.602436484,0.397563516
O9ZovI7MvEHD+tvg4JutiA==,Male,B3,Chennai,BPS Big Data,0,8.903673587,0,Marr.,53,0.25,1,3.975440974,1.18916924,7,17,2,0,1,0.332351976,0.667648024
cY97cijeYa7nD9wzlEAIZg==,Male,B3,Bangalore,BPS Core BI,0,13.86476108,0,Marr.,53,0,1,36.99459948,1.476666839,7,17,1,0,1,0.25214282,0.74785718
YOphWxOnRCp7XwL1r8oikg==,Male,B3,Bangalore,BPS Mgmt and others,0,54.9005113,0,Single,81,22.5,0,328.5488408,0.964911318,7,17,3,0,0,0.96871927,0.03128073
KWGOBThwYRbmRsmWrY5nfw==,Male,B2,Bangalore,BPS Core BI,0,61.86574673,0,Single,53,0,1,0.985646523,1.058722542,7,17,2,0,1,0.179194139,0.820805861
xl8YnsqlAmCt6cSUgyJP1w==,Male,B2,Chennai,BPS DM,0,25.00256679,0,Single,53,0.666666667,1,3.975440974,1.036148431,7,17,2.5,1,1,0.278618374,0.721381626
rq/L8c70YjU34ky6XmHbUw==,Male,B2,Bangalore,BPS Oracle,0,11.92632292,0,Single,53,3.666666667,1,6.932380542,2.119697288,7,17,2,-2,1,0.100589857,0.899410143
kSfhZJ8iQxVPg2mVXTTKSQ==,Male,B2,Bangalore,BPS Oracle,0,2.694100495,0,Marr.,53,0.333333333,1,6.932380542,1.63001236,7,17,1,0,1,0.213040028,0.786959972
Hg8lnYsdn80en0dmq9uJZw==,Male,B2,Chennai,BPS Core BI,0,6.932380542,0,Single,53,0.555555556,1,3.975440974,1.03999165,7,17,2.5,-1,1,0.243554975,0.756445025
vZeu3TVXrQgYpb+2NmN9Fw==,Female,B1,Chennai,BPS Oracle,0,3.975440974,0,Single,53,0,1,25.00256679,0.992856929,7,17,3,0,1,0.258365627,0.741634373
H/S3ZP4OH2VQ92Rgclh9+g==,Male,B2,Chennai,BPS DM,0,7.786607528,0,Single,53,2,1,0.985646523,1.113266881,7,17,3,0,1,0.207860246,0.792139754
CgyUKOh7AW8RBAXkLXQCUg==,Male,C1,Chennai,BPS Oracle,0,6.932380542,0,Marr.,53,0,1,328.5488408,1.205994806,7,17,2.5,1,0,0.724480826,0.275519174
omvs8TSXZBWmtl/XRgrG2g==,Male,C1,Chennai,BPS Oracle,0,0,0,Single,81,0,1,328.5488408,1.017316129,7,12,3,0,0,0.921353805,0.078646195
Y9v9RtFf3qt6EntgnjOy5g==,Male,B3,Chennai,BPS DM,0,0,0,Marr.,53,10,0,3.975440974,0.883801125,7,18,2,2,0,0.964091063,0.035908937
v41uozTfpKjOgKspaSG63g==,Female,D1,Kolkata,BPS Cloud Data Platform,0,3.482617713,0,Marr.,81,0,0,54.93336619,0.794486769,7,29,3,0,0,0.893095317,0.106904683
NIQlfkSjd8hQi7yswqggyA==,Male,B3,Chennai,BPS Core BI,0,8.936528471,0,Marr.,53,0.583333333,1,54.93336619,0.769846559,7,19,3,0,0,0.590943323,0.409056677
2HVhtNg0a/3dgFo4pTBQZQ==,Male,C2,Bangalore,BPS Cloud Data Platform,0,2.989794452,0,Marr.,81,0,1,27.99236124,0.946969697,7,19,3,0,1,0.289023686,0.710976314
1yzw4VoOM8HJIxCraM+wjA==,Male,B2,Kolkata,BPS ECM,0,0,0,Single,53,0,1,328.5488408,1.070686364,7,12,3,0,0,0.844098247,0.155901753
Ul7NBwkfr1RQPrllEsdSPQ==,Female,B3,Hyderabad,BPS Core BI,0,3.482617713,0,Not Available,53,0,0,0,0.927177535,7,12,3,0,0,0.999062147,0.000937853
cdtQyBuSR9ZkhYpjy8UkDg==,Male,B3,Kolkata,BPS DM,0,7.72089776,0,Marr.,53,0.222222222,1,328.5488408,1.319890444,7,14,2.5,1,1,0.489618375,0.510381625
9Xw8+tH+0QHj8YBAEKueng==,Male,B3,Kolkata,BPS Core BI,0,30.91644592,0,Single,53,0.5,1,3.975440974,1.30455067,7,14,2,0,1,0.471498655,0.528501345
ez1k0Ib+QbBqdfuEBFuEVw==,Female,B3,Chennai,BPS Cloud Data Platform,0,6.308137744,0,Marr.,53,1.1875,1,328.5488408,1.03989708,7,14,2.5,-1,0,0.503463234,0.496536766
yNbjdCrjCSjEswOcB301/g==,Female,C2,Pune,BPS Cloud Data Platform,0,12.21511735,0,Marr.,53,5,1,328.5488408,1.080712848,7,14,3,0,1,0.245413444,0.754586556
ylKBF7HfUP2TCPoZWVxdzA==,Female,B2,Bangalore,BPS Oracle,0,12.55056572,0,Single,53,0.857142857,1,3.975440974,1.602740057,7,14,3,0,1,0.115734789,0.884265211
PYSQyhiD96AGptg7GzCVyg==,Female,B3,Bangalore,BPS Big Data,0,6.899525658,0,Single,53,0,1,328.5488408,0.968743111,7,14,2.5,-1,1,0.492962319,0.507037681
055d+k0nAhitW3/V5BYkxw==,Male,B2,Chennai,BPS Big Data,0,18.95726812,0,Marr.,53,1.333333333,1,328.5488408,0.899466415,7,14,3,0,0,0.581879162,0.418120838
3S804/Oo3A0x6csf7FPF6A==,Male,C1,Kolkata,BPS Oracle,0,3.975440974,0,Marr.,53,0,1,328.5488408,1.576578387,7,14,2,-2,1,0.251801909,0.748198091
